3D_secured,amount,card_Master,attempt_count,psp_success_rate,success_fee,hour
1,264,True,1,0.15800320586214792,1,2
0,132,True,1,0.19412591951536132,3,2
0,132,True,1,0.15800320586214792,1,2
0,132,True,1,0.21698274389202118,5,2
0,132,True,1,0.15800320586214792,1,2
0,132,True,1,0.21698274389202118,5,2
0,228,False,1,0.15800320586214792,1,2
1,279,True,1,0.19412591951536132,3,2
1,279,True,1,0.15800320586214792,1,2
1,279,True,1,0.19412591951536132,3,2
1,279,True,1,0.19412591951536132,3,2
0,104,True,1,0.21698274389202118,5,2
0,184,True,1,0.15800320586214792,1,2
0,258,False,1,0.19412591951536132,3,2
0,209,True,1,0.19412591951536132,3,2
0,260,True,1,0.19412591951536132,3,2
0,260,True,1,0.19412591951536132,3,2
0,260,True,1,0.19412591951536132,3,2
0,260,True,1,0.21698274389202118,5,2
0,383,True,1,0.19412591951536132,3,2
0,109,True,1,0.21698274389202118,5,2
0,161,True,1,0.15800320586214792,1,2
0,127,True,1,0.15800320586214792,1,2
0,127,True,1,0.21698274389202118,5,2
0,127,True,1,0.21698274389202118,5,2
1,233,False,1,0.15800320586214792,1,2
1,129,True,1,0.19412591951536132,3,2
1,129,True,1,0.4163652802893309,10,2
1,129,True,1,0.19412591951536132,3,2
1,129,True,1,0.19412591951536132,3,2
0,243,True,1,0.15800320586214792,1,2
0,243,True,1,0.21698274389202118,5,2
0,243,True,1,0.19412591951536132,3,2
0,131,True,1,0.19412591951536132,3,2
0,131,True,1,0.19412591951536132,3,2
0,225,True,1,0.19412591951536132,3,2
0,246,False,1,0.15800320586214792,1,2
1,126,False,1,0.19412591951536132,3,2
1,82,True,1,0.19412591951536132,3,2
1,82,True,1,0.19412591951536132,3,2
1,82,True,1,0.19412591951536132,3,2
1,82,True,1,0.19412591951536132,3,2
1,82,True,1,0.21698274389202118,5,2
0,329,True,1,0.19412591951536132,3,2
0,329,True,1,0.21698274389202118,5,2
0,329,True,1,0.19412591951536132,3,3
0,335,True,1,0.19412591951536132,3,3
1,173,True,1,0.19412591951536132,3,3
1,173,True,1,0.19412591951536132,3,3
0,222,True,1,0.19412591951536132,3,3
0,222,True,1,0.19412591951536132,3,3
1,181,True,1,0.15800320586214792,1,3
1,181,True,1,0.15800320586214792,1,3
1,181,True,1,0.19412591951536132,3,3
1,181,True,1,0.15800320586214792,1,3
1,85,False,1,0.4163652802893309,10,3
1,85,False,1,0.19412591951536132,3,3
1,85,False,1,0.19412591951536132,3,3
1,85,False,1,0.15800320586214792,1,3
1,85,False,1,0.19412591951536132,3,3
0,62,True,1,0.21698274389202118,5,3
0,62,True,1,0.19412591951536132,3,3
0,62,True,1,0.19412591951536132,3,3
0,62,True,1,0.19412591951536132,3,3
0,62,True,1,0.19412591951536132,3,3
0,62,True,1,0.19412591951536132,3,3
0,62,True,1,0.4163652802893309,10,3
0,291,True,1,0.19412591951536132,3,3
0,291,True,1,0.19412591951536132,3,3
1,107,True,1,0.19412591951536132,3,3
0,78,False,1,0.21698274389202118,5,3
1,22,True,1,0.19412591951536132,3,3
1,22,True,1,0.19412591951536132,3,3
1,22,True,1,0.19412591951536132,3,3
0,164,True,1,0.21698274389202118,5,3
0,203,True,1,0.15800320586214792,1,3
0,203,True,1,0.15800320586214792,1,3
0,277,False,1,0.19412591951536132,3,3
0,277,False,1,0.15800320586214792,1,3
0,277,False,1,0.15800320586214792,1,3
0,105,True,1,0.15800320586214792,1,3
1,239,False,1,0.19412591951536132,3,3
1,239,False,1,0.19412591951536132,3,4
1,113,False,1,0.21698274389202118,5,4
1,113,False,1,0.19412591951536132,3,4
0,379,True,1,0.19412591951536132,3,4
1,175,True,1,0.19412591951536132,3,4
1,84,True,1,0.21698274389202118,5,4
1,268,False,1,0.15800320586214792,1,4
1,268,False,1,0.19412591951536132,3,4
1,268,False,1,0.15800320586214792,1,4
0,129,True,1,0.15800320586214792,1,4
0,129,True,1,0.15800320586214792,1,4
0,129,True,1,0.15800320586214792,1,4
0,129,True,1,0.19412591951536132,3,4
0,224,True,1,0.4163652802893309,10,4
0,224,True,1,0.19412591951536132,3,4
0,224,True,1,0.15800320586214792,1,4
0,224,True,1,0.19412591951536132,3,4
0,224,True,1,0.19412591951536132,3,4
0,224,True,1,0.19412591951536132,3,4
0,242,True,1,0.19412591951536132,3,4
0,45,True,1,0.15800320586214792,1,4
0,45,True,1,0.19412591951536132,3,4
0,322,False,1,0.19412591951536132,3,4
0,322,False,1,0.19412591951536132,3,4
0,322,False,1,0.21698274389202118,5,4
0,322,False,1,0.19412591951536132,3,4
1,164,True,1,0.19412591951536132,3,4
1,164,True,1,0.19412591951536132,3,4
1,164,True,1,0.19412591951536132,3,4
1,164,True,1,0.15800320586214792,1,4
1,164,True,1,0.15800320586214792,1,4
1,164,True,1,0.15800320586214792,1,4
1,164,True,1,0.15800320586214792,1,4
0,158,True,1,0.21698274389202118,5,4
0,140,True,1,0.21698274389202118,5,4
0,13,False,1,0.21698274389202118,5,4
0,13,False,1,0.19412591951536132,3,4
0,85,True,1,0.19412591951536132,3,4
0,85,True,1,0.19412591951536132,3,4
0,85,True,1,0.15800320586214792,1,4
0,85,True,1,0.15800320586214792,1,4
0,197,True,1,0.4163652802893309,10,4
0,215,True,1,0.21698274389202118,5,4
0,151,True,1,0.19412591951536132,3,4
0,151,True,1,0.15800320586214792,1,4
0,151,True,1,0.15800320586214792,1,4
0,151,True,1,0.21698274389202118,5,4
0,151,True,1,0.19412591951536132,3,4
0,151,True,1,0.15800320586214792,1,4
0,208,False,1,0.19412591951536132,3,4
0,208,False,1,0.21698274389202118,5,4
0,208,False,1,0.4163652802893309,10,4
0,208,False,1,0.19412591951536132,3,4
0,208,False,1,0.4163652802893309,10,4
0,221,True,1,0.15800320586214792,1,4
0,221,True,1,0.19412591951536132,3,4
0,221,True,1,0.15800320586214792,1,4
0,221,True,1,0.4163652802893309,10,4
0,257,True,1,0.4163652802893309,10,4
0,116,False,1,0.21698274389202118,5,4
1,209,True,1,0.19412591951536132,3,4
1,263,False,1,0.21698274389202118,5,5
1,263,False,1,0.19412591951536132,3,5
1,263,False,1,0.15800320586214792,1,5
0,84,True,1,0.15800320586214792,1,5
1,136,True,1,0.19412591951536132,3,5
0,211,True,1,0.4163652802893309,10,5
0,211,True,1,0.19412591951536132,3,5
0,211,True,1,0.19412591951536132,3,5
0,232,False,1,0.19412591951536132,3,5
0,232,False,1,0.15800320586214792,1,5
0,243,True,1,0.19412591951536132,3,5
0,180,False,1,0.19412591951536132,3,5
0,180,False,1,0.19412591951536132,3,5
0,175,False,1,0.21698274389202118,5,5
0,175,False,1,0.19412591951536132,3,5
0,175,False,1,0.21698274389202118,5,5
0,175,False,1,0.19412591951536132,3,5
0,125,False,1,0.19412591951536132,3,5
1,247,True,1,0.21698274389202118,5,5
1,247,True,1,0.15800320586214792,1,5
1,247,True,1,0.19412591951536132,3,5
1,247,True,1,0.19412591951536132,3,5
0,246,True,1,0.15800320586214792,1,5
0,117,False,1,0.21698274389202118,5,5
0,376,True,1,0.19412591951536132,3,5
1,174,True,1,0.19412591951536132,3,5
0,162,False,1,0.19412591951536132,3,5
0,162,False,1,0.19412591951536132,3,5
0,129,False,1,0.15800320586214792,1,5
0,215,True,1,0.15800320586214792,1,5
0,355,False,1,0.19412591951536132,3,5
0,355,False,1,0.15800320586214792,1,5
0,135,True,1,0.19412591951536132,3,5
0,135,True,1,0.19412591951536132,3,5
0,135,True,1,0.15800320586214792,1,5
0,135,True,1,0.19412591951536132,3,5
0,135,True,1,0.19412591951536132,3,5
0,188,False,1,0.19412591951536132,3,5
0,188,False,1,0.21698274389202118,5,5
0,188,False,1,0.19412591951536132,3,5
0,188,False,1,0.19412591951536132,3,5
0,188,False,1,0.21698274389202118,5,5
0,192,False,1,0.21698274389202118,5,6
0,180,False,1,0.15800320586214792,1,6
0,180,False,1,0.4163652802893309,10,6
0,38,False,1,0.21698274389202118,5,6
0,144,True,1,0.19412591951536132,3,6
0,23,True,1,0.19412591951536132,3,6
0,146,True,1,0.15800320586214792,1,6
0,146,True,1,0.19412591951536132,3,6
0,146,True,1,0.19412591951536132,3,6
0,146,True,1,0.4163652802893309,10,6
0,202,False,1,0.19412591951536132,3,6
0,211,True,1,0.19412591951536132,3,6
0,211,True,1,0.19412591951536132,3,6
0,211,True,1,0.21698274389202118,5,6
0,211,True,1,0.15800320586214792,1,6
0,211,True,1,0.21698274389202118,5,6
0,212,True,1,0.19412591951536132,3,6
1,273,False,1,0.19412591951536132,3,6
1,273,False,1,0.19412591951536132,3,6
1,273,False,1,0.15800320586214792,1,6
1,273,False,1,0.19412591951536132,3,6
0,230,True,1,0.19412591951536132,3,6
0,141,True,1,0.19412591951536132,3,6
0,141,True,1,0.19412591951536132,3,6
0,135,False,1,0.15800320586214792,1,6
0,135,False,1,0.21698274389202118,5,6
0,135,False,1,0.19412591951536132,3,6
0,293,False,1,0.19412591951536132,3,6
0,190,True,1,0.19412591951536132,3,6
0,190,True,1,0.21698274389202118,5,6
0,190,True,1,0.19412591951536132,3,6
0,190,True,1,0.19412591951536132,3,6
0,190,True,1,0.19412591951536132,3,6
0,336,False,1,0.19412591951536132,3,6
0,336,False,1,0.19412591951536132,3,6
1,163,True,1,0.19412591951536132,3,6
1,163,True,1,0.19412591951536132,3,6
0,350,True,1,0.15800320586214792,1,6
0,374,False,1,0.19412591951536132,3,6
0,374,False,1,0.15800320586214792,1,6
0,176,False,1,0.15800320586214792,1,6
1,218,True,1,0.19412591951536132,3,7
1,218,True,1,0.19412591951536132,3,7
1,218,True,1,0.19412591951536132,3,7
0,243,True,1,0.19412591951536132,3,7
0,256,False,1,0.21698274389202118,5,7
0,225,False,1,0.21698274389202118,5,7
0,53,False,1,0.21698274389202118,5,7
0,53,False,1,0.19412591951536132,3,7
0,267,True,1,0.15800320586214792,1,7
0,267,True,1,0.15800320586214792,1,7
0,267,True,1,0.19412591951536132,3,7
0,267,True,1,0.15800320586214792,1,7
0,267,True,1,0.19412591951536132,3,7
0,267,True,1,0.19412591951536132,3,7
0,255,False,1,0.15800320586214792,1,7
0,216,True,1,0.19412591951536132,3,7
0,216,True,1,0.15800320586214792,1,7
0,216,True,1,0.19412591951536132,3,7
0,125,True,1,0.19412591951536132,3,7
1,263,False,1,0.19412591951536132,3,7
1,263,False,1,0.19412591951536132,3,7
1,263,False,1,0.19412591951536132,3,7
1,263,False,1,0.15800320586214792,1,7
1,263,False,1,0.21698274389202118,5,7
1,263,False,1,0.19412591951536132,3,7
1,263,False,1,0.15800320586214792,1,7
1,263,False,1,0.19412591951536132,3,7
0,450,False,1,0.15800320586214792,1,7
0,301,False,1,0.19412591951536132,3,7
0,301,False,1,0.19412591951536132,3,7
0,271,False,1,0.4163652802893309,10,7
0,183,True,1,0.15800320586214792,1,7
0,198,False,1,0.21698274389202118,5,7
0,19,False,1,0.19412591951536132,3,7
0,19,False,1,0.19412591951536132,3,7
1,260,False,1,0.19412591951536132,3,7
1,260,False,1,0.15800320586214792,1,7
1,260,False,1,0.21698274389202118,5,7
0,175,True,1,0.4163652802893309,10,7
0,214,False,1,0.19412591951536132,3,7
0,214,False,1,0.19412591951536132,3,7
0,214,False,1,0.19412591951536132,3,7
0,214,False,1,0.15800320586214792,1,7
0,214,False,1,0.19412591951536132,3,7
0,214,False,1,0.15800320586214792,1,7
0,214,False,1,0.19412591951536132,3,7
0,214,False,1,0.15800320586214792,1,7
0,214,False,1,0.21698274389202118,5,7
1,84,False,1,0.19412591951536132,3,7
0,256,True,1,0.19412591951536132,3,7
0,147,True,1,0.19412591951536132,3,7
1,368,True,1,0.21698274389202118,5,7
0,249,True,1,0.15800320586214792,1,7
1,222,True,1,0.19412591951536132,3,7
0,72,True,1,0.4163652802893309,10,7
1,315,True,1,0.15800320586214792,1,7
0,199,False,1,0.15800320586214792,1,7
0,273,True,1,0.19412591951536132,3,7
0,273,True,1,0.15800320586214792,1,7
0,273,True,1,0.15800320586214792,1,7
0,273,True,1,0.21698274389202118,5,7
0,273,True,1,0.15800320586214792,1,7
0,273,True,1,0.21698274389202118,5,8
0,162,True,1,0.19412591951536132,3,8
0,162,True,1,0.21698274389202118,5,8
0,162,True,1,0.19412591951536132,3,8
0,162,True,1,0.15800320586214792,1,8
0,162,True,1,0.4163652802893309,10,8
0,162,True,1,0.19412591951536132,3,8
0,162,True,1,0.15800320586214792,1,8
0,162,True,1,0.19412591951536132,3,8
0,162,True,1,0.21698274389202118,5,8
0,142,True,1,0.4163652802893309,10,8
0,142,True,1,0.15800320586214792,1,8
0,262,False,1,0.19412591951536132,3,8
0,262,False,1,0.15800320586214792,1,8
0,262,False,1,0.19412591951536132,3,8
0,262,False,1,0.19412591951536132,3,8
1,163,False,1,0.15800320586214792,1,8
1,163,False,1,0.19412591951536132,3,8
0,89,True,1,0.19412591951536132,3,8
1,65,True,1,0.19412591951536132,3,8
1,65,True,1,0.19412591951536132,3,8
0,44,True,1,0.21698274389202118,5,8
0,45,False,1,0.15800320586214792,1,8
0,45,False,1,0.19412591951536132,3,8
0,169,True,1,0.19412591951536132,3,8
0,169,True,1,0.19412591951536132,3,8
0,212,True,1,0.19412591951536132,3,8
0,269,True,1,0.19412591951536132,3,8
0,201,True,1,0.19412591951536132,3,8
0,201,True,1,0.19412591951536132,3,8
0,212,True,1,0.19412591951536132,3,8
0,212,True,1,0.19412591951536132,3,8
0,212,True,1,0.19412591951536132,3,8
0,212,True,1,0.19412591951536132,3,8
0,212,True,1,0.15800320586214792,1,8
0,212,True,1,0.19412591951536132,3,8
0,212,True,1,0.21698274389202118,5,8
0,118,False,1,0.19412591951536132,3,8
1,229,True,1,0.19412591951536132,3,8
0,249,False,1,0.19412591951536132,3,8
0,260,True,1,0.19412591951536132,3,8
1,240,False,1,0.15800320586214792,1,8
1,240,False,1,0.15800320586214792,1,8
1,240,False,1,0.19412591951536132,3,8
0,339,True,1,0.15800320586214792,1,8
0,339,True,1,0.19412591951536132,3,8
0,44,True,1,0.19412591951536132,3,8
1,154,False,1,0.19412591951536132,3,8
0,156,True,1,0.21698274389202118,5,8
1,86,False,1,0.19412591951536132,3,8
0,250,True,1,0.19412591951536132,3,8
0,258,True,1,0.21698274389202118,5,9
0,258,True,1,0.19412591951536132,3,9
0,258,True,1,0.19412591951536132,3,9
0,293,True,1,0.19412591951536132,3,9
0,293,True,1,0.19412591951536132,3,9
0,293,True,1,0.19412591951536132,3,9
0,293,True,1,0.15800320586214792,1,9
0,390,True,1,0.15800320586214792,1,9
0,193,True,1,0.19412591951536132,3,9
0,147,False,1,0.19412591951536132,3,9
1,297,True,1,0.15800320586214792,1,9
1,297,True,1,0.19412591951536132,3,9
0,308,False,1,0.19412591951536132,3,9
0,223,False,1,0.19412591951536132,3,9
0,223,False,1,0.4163652802893309,10,9
0,258,True,1,0.21698274389202118,5,9
0,258,True,1,0.19412591951536132,3,9
0,258,True,1,0.15800320586214792,1,9
1,125,False,1,0.15800320586214792,1,9
1,125,False,1,0.19412591951536132,3,9
1,125,False,1,0.19412591951536132,3,9
1,125,False,1,0.19412591951536132,3,9
1,125,False,1,0.19412591951536132,3,9
1,125,False,1,0.19412591951536132,3,9
1,125,False,1,0.21698274389202118,5,9
0,191,True,1,0.19412591951536132,3,9
0,191,True,1,0.19412591951536132,3,9
0,191,True,1,0.21698274389202118,5,9
0,191,True,1,0.19412591951536132,3,9
0,191,True,1,0.19412591951536132,3,9
0,209,True,1,0.19412591951536132,3,9
0,170,False,1,0.15800320586214792,1,9
0,170,False,1,0.19412591951536132,3,9
0,170,False,1,0.21698274389202118,5,9
0,170,False,1,0.19412591951536132,3,9
0,170,False,1,0.21698274389202118,5,9
0,170,False,1,0.19412591951536132,3,9
0,170,False,1,0.19412591951536132,3,9
0,170,False,2,0.19412591951536132,3,9
0,170,False,1,0.19412591951536132,3,9
0,260,True,1,0.19412591951536132,3,9
0,113,False,1,0.19412591951536132,3,9
0,113,False,2,0.19412591951536132,3,9
0,113,False,1,0.19412591951536132,3,9
0,113,False,1,0.4163652802893309,10,9
0,113,False,1,0.15800320586214792,1,9
0,233,True,1,0.19412591951536132,3,9
0,233,True,1,0.15800320586214792,1,9
0,488,True,1,0.19412591951536132,3,9
0,488,True,1,0.19412591951536132,3,9
0,488,True,1,0.15800320586214792,1,9
0,488,True,1,0.19412591951536132,3,9
0,304,False,1,0.15800320586214792,1,9
0,219,True,1,0.15800320586214792,1,9
0,219,True,1,0.19412591951536132,3,9
0,219,True,1,0.15800320586214792,1,9
0,56,True,1,0.19412591951536132,3,9
0,56,True,1,0.19412591951536132,3,9
0,56,True,1,0.21698274389202118,5,9
1,444,True,1,0.15800320586214792,1,9
1,444,True,1,0.15800320586214792,1,9
0,189,False,1,0.4163652802893309,10,10
1,146,False,1,0.19412591951536132,3,10
1,146,False,1,0.15800320586214792,1,10
0,198,True,1,0.21698274389202118,5,10
1,317,True,1,0.19412591951536132,3,10
0,200,False,1,0.19412591951536132,3,10
0,200,False,1,0.15800320586214792,1,10
0,200,False,1,0.19412591951536132,3,10
0,200,False,1,0.4163652802893309,10,10
0,200,False,1,0.4163652802893309,10,10
0,200,False,1,0.19412591951536132,3,10
0,209,True,1,0.19412591951536132,3,10
0,209,True,1,0.15800320586214792,1,10
0,209,True,1,0.4163652802893309,10,10
0,172,False,1,0.19412591951536132,3,10
0,206,True,1,0.19412591951536132,3,10
0,206,True,1,0.19412591951536132,3,10
0,206,True,1,0.19412591951536132,3,10
0,69,True,1,0.19412591951536132,3,10
0,69,True,1,0.19412591951536132,3,10
0,69,True,1,0.19412591951536132,3,10
0,69,True,1,0.19412591951536132,3,10
1,146,True,1,0.21698274389202118,5,10
1,146,True,1,0.19412591951536132,3,10
1,220,True,1,0.19412591951536132,3,10
1,220,True,1,0.21698274389202118,5,10
1,428,True,1,0.21698274389202118,5,10
0,185,True,1,0.15800320586214792,1,10
1,233,False,1,0.19412591951536132,3,10
1,233,False,1,0.21698274389202118,5,10
1,233,False,1,0.15800320586214792,1,10
1,233,False,2,0.19412591951536132,3,10
1,233,False,1,0.15800320586214792,1,10
1,233,False,1,0.19412591951536132,3,10
1,233,False,1,0.19412591951536132,3,10
1,233,False,1,0.19412591951536132,3,10
0,235,False,1,0.19412591951536132,3,10
0,153,False,1,0.19412591951536132,3,10
0,153,False,1,0.15800320586214792,1,10
0,153,False,1,0.19412591951536132,3,10
0,153,False,1,0.15800320586214792,1,10
0,399,True,1,0.15800320586214792,1,10
1,215,True,1,0.15800320586214792,1,10
1,215,True,1,0.19412591951536132,3,10
1,215,True,1,0.21698274389202118,5,10
0,192,True,1,0.19412591951536132,3,10
0,192,True,1,0.15800320586214792,1,10
0,192,True,1,0.19412591951536132,3,10
0,192,True,1,0.21698274389202118,5,10
0,192,True,1,0.15800320586214792,1,10
0,296,True,1,0.19412591951536132,3,10
0,296,True,1,0.19412591951536132,3,10
0,296,True,1,0.21698274389202118,5,10
0,296,True,1,0.21698274389202118,5,10
0,238,True,1,0.15800320586214792,1,10
0,238,True,1,0.19412591951536132,3,10
1,175,True,1,0.15800320586214792,1,10
1,175,True,1,0.19412591951536132,3,10
1,175,True,1,0.19412591951536132,3,10
1,175,True,1,0.15800320586214792,1,10
1,175,True,1,0.21698274389202118,5,10
0,312,True,1,0.15800320586214792,1,11
0,193,True,1,0.19412591951536132,3,11
0,193,True,1,0.21698274389202118,5,11
0,283,False,1,0.19412591951536132,3,11
0,283,False,1,0.21698274389202118,5,11
0,283,False,1,0.15800320586214792,1,11
0,283,False,1,0.4163652802893309,10,11
0,283,False,1,0.15800320586214792,1,11
0,283,False,1,0.19412591951536132,3,11
1,188,True,1,0.19412591951536132,3,11
1,188,True,1,0.19412591951536132,3,11
0,74,False,1,0.15800320586214792,1,11
0,49,False,1,0.21698274389202118,5,11
0,49,False,1,0.19412591951536132,3,11
0,165,False,1,0.15800320586214792,1,11
0,307,False,1,0.19412591951536132,3,11
0,307,False,1,0.19412591951536132,3,11
0,306,True,1,0.19412591951536132,3,11
0,309,False,1,0.19412591951536132,3,11
0,368,True,1,0.15800320586214792,1,11
0,252,False,1,0.15800320586214792,1,11
0,148,True,1,0.15800320586214792,1,11
0,170,False,1,0.19412591951536132,3,11
0,170,False,2,0.19412591951536132,3,11
0,170,False,1,0.19412591951536132,3,11
1,353,False,1,0.19412591951536132,3,11
1,353,False,1,0.19412591951536132,3,11
0,6,True,1,0.19412591951536132,3,11
0,6,True,1,0.15800320586214792,1,11
0,6,True,1,0.15800320586214792,1,11
0,6,True,1,0.19412591951536132,3,11
0,6,True,1,0.4163652802893309,10,11
0,6,True,1,0.19412591951536132,3,11
0,110,True,1,0.19412591951536132,3,11
0,110,True,1,0.19412591951536132,3,11
0,110,True,1,0.19412591951536132,3,11
0,110,True,1,0.15800320586214792,1,11
0,110,True,1,0.19412591951536132,3,11
0,113,True,1,0.19412591951536132,3,11
0,248,False,1,0.4163652802893309,10,11
1,164,True,1,0.15800320586214792,1,11
0,89,False,1,0.15800320586214792,1,11
0,89,False,1,0.19412591951536132,3,11
0,158,False,1,0.19412591951536132,3,11
0,158,False,1,0.21698274389202118,5,11
0,158,False,1,0.19412591951536132,3,11
0,158,False,1,0.19412591951536132,3,11
0,158,False,1,0.19412591951536132,3,11
0,158,False,1,0.19412591951536132,3,11
0,158,False,1,0.19412591951536132,3,11
0,158,False,1,0.15800320586214792,1,12
0,158,False,1,0.21698274389202118,5,12
0,101,False,1,0.19412591951536132,3,12
0,101,False,1,0.15800320586214792,1,12
0,328,False,1,0.19412591951536132,3,12
0,328,False,1,0.19412591951536132,3,12
0,213,True,1,0.19412591951536132,3,12
0,356,False,1,0.15800320586214792,1,12
0,356,False,1,0.19412591951536132,3,12
1,36,False,1,0.4163652802893309,10,12
1,36,False,1,0.19412591951536132,3,12
1,36,False,1,0.19412591951536132,3,12
1,36,False,1,0.19412591951536132,3,12
1,36,False,1,0.19412591951536132,3,12
1,36,False,1,0.15800320586214792,1,12
1,36,False,1,0.19412591951536132,3,12
1,162,True,1,0.19412591951536132,3,12
1,199,False,1,0.19412591951536132,3,12
1,199,False,1,0.19412591951536132,3,12
1,199,False,1,0.19412591951536132,3,12
1,199,False,1,0.19412591951536132,3,12
0,177,False,1,0.19412591951536132,3,12
0,177,False,1,0.19412591951536132,3,12
0,253,True,1,0.19412591951536132,3,12
1,222,False,1,0.15800320586214792,1,12
1,222,False,1,0.19412591951536132,3,12
1,222,False,1,0.21698274389202118,5,12
1,222,False,1,0.19412591951536132,3,12
0,168,False,1,0.19412591951536132,3,12
0,168,False,1,0.19412591951536132,3,12
0,168,False,1,0.19412591951536132,3,12
0,168,False,1,0.4163652802893309,10,12
0,168,False,1,0.19412591951536132,3,12
